[2024-07-24 16:04:13] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0490, Current candle evolution: 0.18%
[2024-07-24 16:07:33] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66078.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:33] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:33] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:33] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:33] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:33] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:34] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:34] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3089, Current candle evolution: -0.83%

[2024-07-24 16:07:34] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:34] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:34] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:34] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:35] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:35] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:35] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:35] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:35] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:35] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:35] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66078.0100, Current candle evolution: -0.29%

[2024-07-24 16:07:35] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:35] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:35] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:36] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:36] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:36] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:36] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:07:36] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:36] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:36] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66064.0100, Current candle evolution: -0.31%

[2024-07-24 16:07:36] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:36] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:37] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:37] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:37] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:37] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:37] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:37] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:38] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:38] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:38] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:38] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5400, Current candle evolution: -0.50%

[2024-07-24 16:07:38] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:38] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:38] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66064.0100, Current candle evolution: -0.31%

[2024-07-24 16:07:38] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:38] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:38] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:39] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:39] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:39] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:39] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:39] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:39] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:39] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:39] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:40] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66064.0100, Current candle evolution: -0.31%

[2024-07-24 16:07:40] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:40] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:40] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:40] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:40] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:40] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:40] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:41] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:41] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:41] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:41] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:41] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:41] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:41] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:41] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66076.0000, Current candle evolution: -0.29%

[2024-07-24 16:07:41] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:41] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:42] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:42] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:42] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:42] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:42] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:42] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:42] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:42] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:43] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66076.0000, Current candle evolution: -0.29%

[2024-07-24 16:07:43] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:43] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:43] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:43] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:43] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:43] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:43] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:44] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:44] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:44] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:44] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:44] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:44] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66074.0100, Current candle evolution: -0.30%

[2024-07-24 16:07:44] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:44] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:44] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:45] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:45] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:45] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:45] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:45] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:45] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:45] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:45] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:45] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:46] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66074.0100, Current candle evolution: -0.30%

[2024-07-24 16:07:46] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:46] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:46] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:46] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:46] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:07:46] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:46] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:47] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:47] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:47] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:47] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:47] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:47] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:47] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:47] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:47] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.2900, Current candle evolution: -0.33%

[2024-07-24 16:07:47] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:47] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:47] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:47] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:47] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:48] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:07:48] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:48] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:48] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:48] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:48] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:48] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:48] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66047.5800, Current candle evolution: -0.34%

[2024-07-24 16:07:48] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:49] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:49] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:49] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:49] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:49] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:49] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:49] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:49] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:49] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:49] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:50] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:50] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:50] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66060.0000, Current candle evolution: -0.32%

[2024-07-24 16:07:50] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:50] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:50] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:50] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:50] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:50] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:51] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:51] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:51] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:51] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:51] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:51] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:51] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66055.3500, Current candle evolution: -0.32%

[2024-07-24 16:07:51] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:51] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:52] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:52] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:52] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:52] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:52] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:52] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:52] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:52] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:52] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:52] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:07:53] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:53] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:53] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66055.3500, Current candle evolution: -0.32%

[2024-07-24 16:07:53] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:53] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:53] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:53] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:53] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9810, Current candle evolution: -0.45%

[2024-07-24 16:07:54] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:54] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:54] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:54] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:54] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:54] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:54] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:54] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:54] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66060.0300, Current candle evolution: -0.32%

[2024-07-24 16:07:54] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

